Ref,LEA Name,City,County,LEA Type,SB 978 Landing Page,Internet Archive Wayback URL,Policy Materials,Training Materials
SB978-001,Alameda County District Attorney ,Alameda,Alameda County ,District Attorney,https://www.alcoda.org/about_us/,https://wayback.archive-it.org/16422/*/https://www.alcoda.org/about_us/,https://www.alcoda.org/about_us/files/INSPECTOR_POLICY_MANUAL_12-2020-edit.pdf,Not Available
SB978-002,Alameda County Sheriff's Office,Alameda,Alameda County,Sheriff,https://www.alamedacountysheriff.org/policies.php,https://wayback.archive-it.org/16422/*/https://www.alamedacountysheriff.org/policies.php,https://www.alamedacountysheriff.org/policies.php,https://www.alamedacountysheriff.org/policies.php
SB978-003,Alameda Police Department,Alameda,Alameda County,Police,https://www.alamedaca.gov/Departments/Police-Department/Standards-Policies-Practices,https://wayback.archive-it.org/16422/*/https://www.alamedaca.gov/Departments/Police-Department/Standards-Policies-Practices,https://www.alamedaca.gov/files/assets/public/departments/alameda/police/lexipol-manual-6.8.20-update.pdf,https://www.alamedaca.gov/files/assets/public/departments/alameda/police/dispatch-training-manual-060820.pdf  https://www.alamedaca.gov/files/assets/public/departments/alameda/police/field-training-manual.pdf. https://www.alamedaca.gov/files/assets/public/departments/alameda/police/sergeant-training-resource.pdf.https://www.alamedaca.gov/files/assets/public/departments/alameda/police/training-bulletins.pdf
SB978-004,Albany Police Department,Albany,Contra Costa County,Police,https://www.albanyca.org/departments/police-department/policies-procedures-training-sb978,https://wayback.archive-it.org/16422/*/https://www.albanyca.org/departments/police-department/policies-procedures-training-sb978,https://www.albanyca.org/Home/ShowDocument?id=47159,https://www.albanyca.org/departments/police-department/policies-procedures-training-sb978
SB978-005,Alhambra Police Department,Alhambra,Los Angeles County,Police,https://www.cityofalhambra.org/departments/police-department,https://wayback.archive-it.org/16422/*/https://www.cityofalhambra.org/departments/police-department,https://drive.google.com/file/d/1mSQ2wgBmAbHH4x7r83ozVps_2fWzE8EM/view,https://drive.google.com/file/d/1gtdx9I4s3b8BlSS7uDiL9pI3BKmMJh0f/view
SB978-008,Alpine County Sheriff's Department,Markleeville,Alpine County,Sheriff,https://www.alpinecountyca.gov/DocumentCenter,https://wayback.archive-it.org/16422/*/https://www.alpinecountyca.gov/DocumentCenter,https://www.alpinecountyca.gov/DocumentCenter/View/2842/Alpine-County-Sheriffs-Office-Policy-Manual,Not Available
SB978-009,Alturas Police Department,Alturas,Modoc County,Police,http://www.cityofalturas.us/2019_Alturas_PD_Policy_Manual.pdf,https://wayback.archive-it.org/16422/*/http://www.cityofalturas.us/2019_Alturas_PD_Policy_Manual.pdf,http://www.cityofalturas.us/2019_Alturas_PD_Policy_Manual.pdf,Not Available
SB978-011,Amador County Sheriff's Department,Jackson,Amador County,Sheriff,https://www.amadorsheriff.org/administration-division/administrative-bureau/professional-standards,https://wayback.archive-it.org/16422/*/https://www.amadorsheriff.org/administration-division/administrative-bureau/professional-standards,https://www.amadorsheriff.org/images/administration-div/Docs/Amador_CO_SO_CA_Policy_Manual_3-2-2021.pdf,Not Available
SB978-012,American River College Police Department,Sacramento,Sacramento County,College/University,https://police.losrios.edu/about-los-rios-police-department/policy-manual,https://wayback.archive-it.org/16422/*/https://police.losrios.edu/about-los-rios-police-department/policy-manual,https://police.losrios.edu/lrpd/doc/policy-manual.pdf,Not Available
SB978-014,Anaheim Police Department,Anaheim,Orange County,Police,http://www.anaheim.net/385/Policy-Manual,https://wayback.archive-it.org/16422/*/http://www.anaheim.net/385/Policy-Manual,http://www.anaheim.net/DocumentCenter/View/29459/APD-Policy-Manual,Not Available
SB978-015,Anderson Police Department,Anderson,Shasta County,Police,https://www.andersonpolice.org/policy-training,https://wayback.archive-it.org/16422/*/https://www.andersonpolice.org/policy-training,https://5c939e29-1258-4f7d-8c66-e5109faca613.filesusr.com/ugd/b36806_d2a266ebeb1d45e3ae0f60bcc67ec92a.pdf,https://opendata.post.ca.gov/
SB978-016,Angels Camp Police Department,Angels Camp,Calaveras County,Police,http://angelscamp.gov/wp-content/uploads/2020/02/ACPD-POLICY-MANUAL.pdf,https://wayback.archive-it.org/16422/*/http://angelscamp.gov/wp-content/uploads/2020/02/ACPD-POLICY-MANUAL.pdf,http://angelscamp.gov/wp-content/uploads/2020/02/ACPD-POLICY-MANUAL.pdf,Not Available
SB978-017,Antioch Police Department,Antioch,Contra Costa County,Police,https://www.antiochca.gov/police/sb-978-policy-manual-training-materials/,https://wayback.archive-it.org/16422/*/https://www.antiochca.gov/police/sb-978-policy-manual-training-materials/,https://www.antiochca.gov/fc/police/apd-policy-manual.pdf,https://www.antiochca.gov/fc/police/policy/Dispatch-Training-Manual.pdf
SB978-018,Apple Valley Unified School District Police Department,Apple Valley,San Bernardino County,School,https://drive.google.com/file/d/1RAEGwbwrFfIaATi2Gn_gk7l89ZQT2Qte/view,https://wayback.archive-it.org/16422/*/https://drive.google.com/file/d/1RAEGwbwrFfIaATi2Gn_gk7l89ZQT2Qte/view,https://drive.google.com/file/d/1RAEGwbwrFfIaATi2Gn_gk7l89ZQT2Qte/view,Not Available
SB978-019,Arcadia Police Department,Arcadia,Los Angeles County,Police,https://www.arcadiaca.gov/Protect%20Arcadia/RELEASE_20201215_T171052_Arcadia_PD_Policy_Manual.pdf,https://wayback.archive-it.org/16422/*/https://www.arcadiaca.gov/Protect%20Arcadia/RELEASE_20201215_T171052_Arcadia_PD_Policy_Manual.pdf,https://www.arcadiaca.gov/Protect%20Arcadia/RELEASE_20201215_T171052_Arcadia_PD_Policy_Manual.pdf,Not Available
SB978-020,Arcata Police Department,Arcata,Humboldt County,Police,https://www.cityofarcata.org/236/Policies-Practices-and-Operating-Procedu,https://wayback.archive-it.org/16422/*/https://www.cityofarcata.org/236/Policies-Practices-and-Operating-Procedu,https://www.cityofarcata.org/DocumentCenter/View/10202/Arcata-Police-Department-Policy-Manual-update-11032020?bidId=,Not Available
SB978-021,Arroyo Grande Police Department,Arroyo Grande,San Luis Obispo County,Police,http://www.agpd.org/705/Training-and-Policy,https://wayback.archive-it.org/16422/*/http://www.agpd.org/705/Training-and-Policy,http://www.agpd.org/DocumentCenter/View/7635/AGPD-Policy-Manual-PDF?bidId=,http://www.agpd.org/DocumentCenter/View/7636/Training-Activities-List-Report-PDF
SB978-022,Arvin Police Department,Arvin,Kern County,Police,https://www.arvin.org/181/Police,https://wayback.archive-it.org/16422/*/https://www.arvin.org/181/Police,https://www.arvin.org/DocumentCenter/View/288/Arvin-Police-Department-Policy-Manual-PDF,Not Available
SB978-023,Atascadero Police Department,Atascadero,San Luis Obispo County,Police,https://www.atascadero.org/index.php?option=com_content&view=article&id=1375&Itemid=2192,https://wayback.archive-it.org/16422/*/https://www.atascadero.org/index.php?option=com_content&view=article&id=1375&Itemid=2192,https://docs.google.com/spreadsheets/d/1CawCL2TVN4U-SeY7TmQlb3iqfDAsn4CeLaZx1chR4to/edit?usp=sharing,Not Available
SB978-024,Atherton Police Department,Atherton,San Mateo County,Police,https://www.ci.atherton.ca.us/525/Transparency,https://wayback.archive-it.org/16422/*/https://www.ci.atherton.ca.us/525/Transparency,https://www.ci.atherton.ca.us/DocumentCenter/View/8126/Lexipol-Policy-Manual-9-10-2020,https://www.ci.atherton.ca.us/DocumentCenter/View/7597/Dispatch-Training-Manual-2020?bidId=
SB978-025,Atwater Police Department,Atwater,Merced County,Police,https://www.atwater.org/departments/police/uof-policy-complaints/,https://wayback.archive-it.org/16422/*/https://www.atwater.org/departments/police/uof-policy-complaints/,https://www.atwater.org/wp-content/uploads/2020/06/RELEASE_20200610_T181326_Atwater_PD_Policy_Manual-1.pdf,Not Available
SB978-026,Auburn Police Department,Auburn,Placer County,Police,https://www.auburn.ca.gov/493/Policies-and-Procedures-Manual,https://wayback.archive-it.org/16422/*/https://www.auburn.ca.gov/493/Policies-and-Procedures-Manual,https://www.auburn.ca.gov/DocumentCenter/View/1657/Auburn-Police-Department-Policy-and-Procedure-Manual-12-23-19,Not Available
SB978-027,Avenal Police Department,Avenal,Kings County,Police,https://www.cityofavenal.com/450/Policies-and-Procedures,https://wayback.archive-it.org/16422/*/https://www.cityofavenal.com/450/Policies-and-Procedures,https://www.cityofavenal.com/450/Policies-and-Procedures,Not Available
SB978-029,Azusa Police Department,Azusa,Los Angeles County,Police,https://azusapd.org/department-policies,https://wayback.archive-it.org/16422/*/https://azusapd.org/department-policies,https://azusapd.org/department-policies,Not Available
SB978-030,Bakersfield Police Department,Bakersfield,Kern County,Police,https://www.bakersfieldcity.us/890/Policies-and-Procedures,https://wayback.archive-it.org/16422/*/https://www.bakersfieldcity.us/890/Policies-and-Procedures,https://content.civicplus.com/api/assets/e8d59b0d-2b37-4247-af77-b61767e21546?cache=1800,Not Available
SB978-033,Banning Police Department,Banning,Riverside County,Police,http://www.banning.ca.us/614/Department-Policy-Procedures,https://wayback.archive-it.org/16422/*/http://www.banning.ca.us/614/Department-Policy-Procedures,http://www.banning.ca.us/DocumentCenter/View/6167/Policy-Manual?bidId=,Not Available
SB978-034,Barstow Police Department,Barstow,San Bernardino County,Police,https://www.barstowca.org/departments/police/policy-manual,https://wayback.archive-it.org/16422/*/https://www.barstowca.org/departments/police/policy-manual,https://docs.google.com/spreadsheets/d/1CawCL2TVN4U-SeY7TmQlb3iqfDAsn4CeLaZx1chR4to/edit?usp=sharing,https://post.ca.gov/training
SB978-035,Bay Area Rapid Transit Police Department,Oakland,Alameda County,Transit,https://www.bart.gov/about/police/reports,https://wayback.archive-it.org/16422/*/https://www.bart.gov/about/police/reports,https://www.bart.gov/sites/default/files/docs/Lexipol%20Policy%20Manual%20December%202020_0.pdf,https://www.bart.gov/about/police/reports
SB978-036,Bear Valley Police Department,Bear Valley,Alpine County,Police,https://www.bvcsd.com/police-department,https://wayback.archive-it.org/16422/*/https://www.bvcsd.com/police-department,https://uploads-ssl.webflow.com/5cdc7ca6d8a73b946527cfa1/5fe25ea5f050d567db516cd3_RELEASE_20201222_T133105_Bear_Valley_PD_Policy_Manual%20(1).pdf,Not Available
SB978-037,Beaumont Police Department,Beaumont,Riverside County,Police,http://beaumontpd.org/policy/,https://wayback.archive-it.org/16422/*/http://beaumontpd.org/policy/,https://beaumontca.gov/DocumentCenter/View/36426/Beaumont-PD-Policy-Manual,Not Available
SB978-038,Bell Gardens Police Department,Bell Gardens,Los Angeles County,Police,https://www.bellgardens.org/government/public-safety/police-department/records/police-department-policies,https://wayback.archive-it.org/16422/*/https://www.bellgardens.org/government/public-safety/police-department/records/police-department-policies,https://www.bellgardens.org/home/showpublisheddocument?id=2319,Not Available
SB978-040,Belmont Police Department,Belmont,San Mateo County,Police,https://www.belmont.gov/departments/police/transparency,https://wayback.archive-it.org/16422/*/https://www.belmont.gov/departments/police/transparency,https://www.belmont.gov/home/showpublisheddocument?id=18935,https://www.belmont.gov/departments/police/transparency
SB978-041,Belvedere Police Department,Belvedere,Marin County,Police,https://www.cityofbelvedere.org/DocumentCenter/,https://wayback.archive-it.org/16422/*/https://www.cityofbelvedere.org/DocumentCenter/,https://www.cityofbelvedere.org/DocumentCenter/View/6929/20200903-RELEASE-Belvedere-PD-Policy-Manual,Not Available
SB978-042,Benicia Police Department,Benicia,Solano County,Police,https://www.ci.benicia.ca.us/index.asp?SEC=FD73A951-078E-47F4-9A5B-5F9AFC0D003F&DE=C95F85E9-1A69-4494-B949-E11547012373,https://wayback.archive-it.org/16422/*/https://www.ci.benicia.ca.us/index.asp?SEC=FD73A951-078E-47F4-9A5B-5F9AFC0D003F&DE=C95F85E9-1A69-4494-B949-E11547012373,https://www.ci.benicia.ca.us/vertical/sites/%7BF991A639-AAED-4E1A-9735-86EA195E2C8D%7D/uploads/RELEASE_20200901_T202750_Benicia_PD_Policy_Manual.pdf,"https://www.ci.benicia.ca.us/vertical/sites/%7BF991A639-AAED-4E1A-9735-86EA195E2C8D%7D/uploads/PSP_Arrest__Control_4_hours.pdf 
https://www.ci.benicia.ca.us/vertical/sites/%7BF991A639-AAED-4E1A-9735-86EA195E2C8D%7D/uploads/PSP_Tactical_Firearms_4-Hour.pdf
https://www.ci.benicia.ca.us/vertical/sites/%7BF991A639-AAED-4E1A-9735-86EA195E2C8D%7D/uploads/PATROL_RIFLE_COURSE_OUTLINE.pdf"
SB978-043,Berkeley Police Department,Berkeley,Alameda County,Police,https://www.cityofberkeley.info/BPD_General_Orders.aspx,https://wayback.archive-it.org/16422/*/https://www.cityofberkeley.info/BPD_General_Orders.aspx,https://www.cityofberkeley.info/BPD_General_Orders.aspx#BPD_Policy,https://www.cityofberkeley.info/BPD_General_Orders.aspx#BPD_Training
SB978-044,Beverly Hills Police Department,Beverly Hills,Los Angeles County,Police,https://www.beverlyhills.org/departments/policedepartment/aboutbhpd/trainingmaterials/,https://wayback.archive-it.org/16422/*/https://www.beverlyhills.org/departments/policedepartment/aboutbhpd/trainingmaterials/,https://www.beverlyhills.org/cbhfiles/storage/files/1787600804952259300/BHPDManual(2-2020).pdf,Not Available
SB978-049,Blythe Police Department,Blythe,Riverside County,Police,https://www.cityofblythe.ca.gov/19/Police-Department,https://wayback.archive-it.org/16422/*/https://www.cityofblythe.ca.gov/19/Police-Department,https://www.cityofblythe.ca.gov/DocumentCenter/View/1465/Blythe-Police-Department-Policy-Manual,Not Available
SB978-050,Brawley Police Department,Brawley,Imperial County,Police,http://www.brawley-ca.gov/section/Police-Department/Police-Department-Policies,https://wayback.archive-it.org/16422/*/http://www.brawley-ca.gov/section/Police-Department/Police-Department-Policies,http://www.brawley-ca.gov/cms/kcfinder/upload/files/police_department/Policies/BPD_Manual_4.13.2020.pdf,Not Available
SB978-051,Brea Police Department,Brea,Orange County,Police,https://www.ci.brea.ca.us/336/Police-Services,https://wayback.archive-it.org/16422/*/https://www.ci.brea.ca.us/336/Police-Services,https://www.ci.brea.ca.us/DocumentCenter/View/10023/Brea_PD_Policy_Manual_Feb2021?bidId=,https://www.ci.brea.ca.us/DocumentCenter/View/10001/BPD-Training-Matrix-REVISED-12-10-19?bidId=
SB978-052,Brentwood Police Department,Brentwood,Contra Costa County,Police,https://www.brentwoodca.gov/gov/police/default.asp,https://wayback.archive-it.org/16422/*/https://www.brentwoodca.gov/gov/police/default.asp,https://www.brentwoodca.gov/civicax/filebank/blobdload.aspx?BlobID=58079,Not Available
SB978-053,Brisbane Police Department,Brisbane,San Francisco County,Police,https://www.brisbaneca.org/police/page/policy-links,https://wayback.archive-it.org/16422/*/https://www.brisbaneca.org/police/page/policy-links,https://www.brisbaneca.org/sites/default/files/fileattachments/police/page/6561/brisbane_pd_policy_manual_2020.pdf,Not Available
SB978-054,Broadmoor Police Department,Broadmoor,San Mateo County,Police,https://www.broadmoorpolice.com/wp-content/uploads/2020/06/broadmoor_policy_manual_draft_061920.pdf,https://wayback.archive-it.org/16422/*/https://www.broadmoorpolice.com/wp-content/uploads/2020/06/broadmoor_policy_manual_draft_061920.pdf,https://www.broadmoorpolice.com/wp-content/uploads/2020/06/broadmoor_policy_manual_draft_061920.pdf,Not Available
SB978-055,Buena Park Police Department,Buena Park,Orange County,Police,https://www.powerdms.com/public/BUENAPPD/tree,https://wayback.archive-it.org/16422/*/https://www.powerdms.com/public/BUENAPPD/tree,https://www.powerdms.com/public/BUENAPPD/tree,https://www.powerdms.com/public/BUENAPPD/tree
SB978-056,Burbank Police Department,Burbank,Los Angeles County,Police,https://www.burbankpd.org/inside-bpd/professional-accountability/,https://wayback.archive-it.org/16422/*/https://www.burbankpd.org/inside-bpd/professional-accountability/,https://www.burbankpd.org/assets/1/7/Burbank_Police_Policy_Manual_June-2020.pdf,https://www.burbankpd.org/assets/1/7/Motor_Training_Summary_Monthly_School_2-2-21_and_2-4-21.pdf
SB978-058,Burlingame Police Department,Burlingame,San Mateo County,Police,https://www.burlingame.org/departments/police_department/policiesandtraining.php,https://wayback.archive-it.org/16422/*/https://www.burlingame.org/departments/police_department/policiesandtraining.php,https://cms6.revize.com/revize/burlingamecity/Burlingame%20PD%20Policy%20Manual%2009-28-2020.pdf,https://cms6.revize.com/revize/burlingamecity/document_center/Police/Field%20Training/Burlingame%20Police%20Department%20Field%20Training%20Manual.pdf
SB978-062,Butte County Sheriff's Department/Coroner,Butte,Butte County,Sheriff,http://www.buttecounty.net/sheriffcoroner/Policies,https://wayback.archive-it.org/16422/*/http://www.buttecounty.net/sheriffcoroner/Policies,https://www.buttecounty.net/Portals/24/Policy/RELEASE_20210127_T173445_Butte_County_SO_Policy_Manual.pdf?ver=2021-03-19-062743-980,Not Available
SB978-119,Cal Poly University Police,San Luis Obispo,San Luis Obispo County,College/University,https://afd.calpoly.edu/police/police-administration/policies/,https://wayback.archive-it.org/16422/*/https://afd.calpoly.edu/police/police-administration/policies/,https://afd.calpoly.edu/police/police-administration/policies/,https://afd.calpoly.edu/police/police-administration/policies/fto-field-training-program-curriculum-evaluation-guide.pdf
SB978-130,Cal State LA Police Department,Los Angeles,Los Angeles County,College/University,https://www.calstatela.edu/police/policies-and-training,https://wayback.archive-it.org/16422/*/https://www.calstatela.edu/police/policies-and-training,https://www.calstatela.edu/police/policies-and-training,Not Available
SB978-066,Calaveras County Sheriff's Department,San Andreas,Calaveras County,Sheriff,https://sheriff.calaverasgov.us/Records-Civil/Sheriff-Forms,https://wayback.archive-it.org/16422/*/https://sheriff.calaverasgov.us/Records-Civil/Sheriff-Forms,https://sheriff.calaverasgov.us/LinkClick.aspx?fileticket=bb3nsIq0N7M%3d&portalid=21,https://sheriff.calaverasgov.us/LinkClick.aspx?fileticket=IF8AUbjJzSk%3d&portalid=21
SB978-067,Calexico Police Department,Calexico,Imperial County,Police,https://www.calexico.ca.gov/2019calexicopolicedepartmentpolicymanual,https://wayback.archive-it.org/16422/*/https://www.calexico.ca.gov/2019calexicopolicedepartmentpolicymanual,https://www.calexico.ca.gov/vertical/sites/%7B342ED706-1EBB-4FDE-BD1E-9543BAD44C09%7D/uploads/CPD_Policy_Manual_RELEASE_20201205_T023716_Calexico_PD_Policy_Manual.pdf,Not Available
SB978-068,California City Police Department,California City,Kern County,Police,https://www.calcitypd.org/,https://wayback.archive-it.org/16422/*/https://www.calcitypd.org/,https://www.calcitypd.org/wp-content/uploads/2021/01/CCPD-POLICY-2021.pdf,Not Available
SB978-071,Calistoga Police Department,Calistoga,Napa County,Police,https://www.ci.calistoga.ca.us/city-hall/departments-services/police-department/press-releases/ygalvan,https://wayback.archive-it.org/16422/*/https://www.ci.calistoga.ca.us/city-hall/departments-services/police-department/press-releases/ygalvan,https://www.ci.calistoga.ca.us/home/showpublisheddocument?id=35615,Not Available
SB978-072,Campbell Police Department,Campbell,Santa Clara County,Police,https://www.ci.campbell.ca.us/DocumentCenter/,https://wayback.archive-it.org/16422/*/https://www.ci.campbell.ca.us/DocumentCenter/,https://www.ci.campbell.ca.us/DocumentCenter/View/16869/01042021_Campbell_PD_Policy_Manual,https://www.ci.campbell.ca.us/DocumentCenter/View/15568/Field-Training-Officer-Manual---123119
SB978-073,Capitola Police Department,Capitola,Santa Cruz County,Police,https://www.cityofcapitola.org/police/page/capitola-police-department-policy-manual,https://wayback.archive-it.org/16422/*/https://www.cityofcapitola.org/police/page/capitola-police-department-policy-manual,https://www.cityofcapitola.org/sites/default/files/fileattachments/police/page/14101/release_20201208_t155941_capitola_pd_ca_policy_manual.pdf,Not Available
SB978-074,Carlsbad Police Department,Carlsbad,San Diego County,Police,https://cityadmin.carlsbadca.gov/services/depts/police/policies.asp,https://wayback.archive-it.org/16422/*/https://cityadmin.carlsbadca.gov/services/depts/police/policies.asp,https://cityadmin.carlsbadca.gov/civicax/filebank/blobdload.aspx?BlobID=40242,https://cityadmin.carlsbadca.gov/services/depts/police/policies.asp
SB978-075,Carmel Police Department,Carmel,Monterey County,Police,https://ci.carmel.ca.us/post/police-standard-policies-and-practices,https://wayback.archive-it.org/16422/*/https://ci.carmel.ca.us/post/police-standard-policies-and-practices,https://ci.carmel.ca.us/sites/main/files/file-attachments/carmel_by_the_sea_pd_policy_manual.pdf?1592341282,Not Available
SB978-076,Cathedral City Police Department,Cathedral City,Riverside County,Police,http://www.cathedralcitypolice.com/ca-senate-bill-978-compliance/,https://wayback.archive-it.org/16422/*/http://www.cathedralcitypolice.com/ca-senate-bill-978-compliance/,http://www.cathedralcitypolice.com/wp-content/uploads/2020/07/RELEASE_20200722_T102646_Cathedral_City_Police_Department_Policy_Manual_Redacted.pdf,Not Available
SB978-077,Central Marin Police Authority,Larkspur,Marin County,Police,https://www.centralmarinpolice.org/292/POLICIES-PROCEDURES-AND-TRAINING-LIBRARY,https://wayback.archive-it.org/16422/*/https://www.centralmarinpolice.org/292/POLICIES-PROCEDURES-AND-TRAINING-LIBRARY,https://www.centralmarinpolice.org/DocumentCenter/View/1118/CMPA-Policy-Manual-updated-9-23-20,Not Available
SB978-078,Ceres Department of Public Safety,Ceres,Stanislaus County,Police,https://www.ci.calistoga.ca.us/city-hall/departments-services/police-department/press-releases/ygalvan,https://wayback.archive-it.org/16422/*/https://www.ci.calistoga.ca.us/city-hall/departments-services/police-department/press-releases/ygalvan,https://www.ci.calistoga.ca.us/home/showpublisheddocument?id=35615,Not Available
SB978-080,Chaffey Community College District Police Department,Rancho Cucamonga,San Bernardino County,College/University,https://www.chaffey.edu/police/policy-manual.php,https://wayback.archive-it.org/16422/*/https://www.chaffey.edu/police/policy-manual.php,https://www.chaffey.edu/police/docs/policy-manual.pdf,Not Available
SB978-082,Chico Police Department,Chico,Butte County,Police,https://chico.ca.us/post/police-policy-manual,https://wayback.archive-it.org/16422/*/https://chico.ca.us/post/police-policy-manual,https://chico.ca.us/sites/main/files/file-attachments/chico_pd_ca_policy_manual.pdf?1609883529,Not Available
SB978-083,Chino Police Department,Chino,San Bernardino County,Police,https://www.cityofchino.org/cms/One.aspx?portalId=10382662&pageId=16409476,https://wayback.archive-it.org/16422/*/https://www.cityofchino.org/cms/One.aspx?portalId=10382662&pageId=16409476,https://www.cityofchino.org/UserFiles/Servers/Server_10382578/File/City%20Hall/Departments/Police/SB%20978/Policy/Chino%20PD%20Policy%2012-2020.pdf,https://www.cityofchino.org/UserFiles/Servers/Server_10382578/File/City%20Hall/Departments/Police/SB%20978/Manuals/FTO%20Manual.pdf
SB978-084,Chowchilla Police Department,Chowchilla,Madera County,Police,https://www.cityofchowchilla.org/293/Policies-Training,https://wayback.archive-it.org/16422/*/https://www.cityofchowchilla.org/293/Policies-Training,https://www.cityofchowchilla.org/DocumentCenter/View/1547/Department-Policy-Manual?bidId=,https://www.cityofchowchilla.org/DocumentCenter/View/1548/Communications-Training-Manual?bidId=
SB978-085,Chula Vista Police Department,Chula Vista,San Diego County,Police,https://www.chulavistaca.gov/departments/police-department/department-policies,https://wayback.archive-it.org/16422/*/https://www.chulavistaca.gov/departments/police-department/department-policies,https://www.chulavistaca.gov/home/showpublisheddocument?id=21101,Not Available
SB978-086,Citrus Community College District Department of Campus Safety,Glendora,Los Angeles County,College/University,https://www.citruscollege.edu/campussafety/Pages/CollegeBoardPolicies.aspx,https://wayback.archive-it.org/16422/*/https://www.citruscollege.edu/campussafety/Pages/CollegeBoardPolicies.aspx,https://www.citruscollege.edu/campussafety/Pages/CollegeBoardPolicies.aspx,Not Available
SB978-087,Citrus Heights Police Department,Citrus Heights,Sacramento County,Police,http://www.citrusheights.net/1006/Department-Policies,https://wayback.archive-it.org/16422/*/http://www.citrusheights.net/1006/Department-Policies,http://www.citrusheights.net/1006/Department-Policies,https://post.ca.gov/
SB978-089,Claremont Police Department,Claremont,Los Angeles County,Police,https://www.ci.claremont.ca.us/government/departments-divisions/police-department/department-training-and-policies,https://wayback.archive-it.org/16422/*/https://www.ci.claremont.ca.us/government/departments-divisions/police-department/department-training-and-policies,https://www.ci.claremont.ca.us/government/departments-divisions/police-department/department-training-and-policies/policies,https://www.ci.claremont.ca.us/government/departments-divisions/police-department/training
SB978-090,Clayton Police Department,Clayton,Contra Costa County,Police,https://ci.clayton.ca.us/police/,https://wayback.archive-it.org/16422/*/https://ci.clayton.ca.us/police/,https://ci.clayton.ca.us/fc/police/clayton-police-department-policy-manual.pdf,Not Available
SB978-091,Clearlake Police Department,Clearlake,Lake County,Police,https://clearlake.ca.us/DocumentCenter/,https://wayback.archive-it.org/16422/*/https://clearlake.ca.us/DocumentCenter/,https://clearlake.ca.us/DocumentCenter/View/1439/Clearlake-PD-Policy-Manual-2019-12-27,Not Available
SB978-092,Cloverdale Police Department,Cloverdale,Sonoma County,Police,https://www.cloverdale.net/Search?searchPhrase=police%20manual,https://wayback.archive-it.org/16422/*/https://www.cloverdale.net/Search?searchPhrase=police%20manual,https://www.cloverdale.net/DocumentCenter/View/4285/Updated-Policy-manual?bidId=,https://www.cloverdale.net/DocumentCenter/View/3719/Dispatch-Training-Manual-Policy?bidId=
SB978-093,Clovis Police Department,Clovis,Fresno County,Police,https://cityofclovis.com/police/general-information/department-policy/,https://wayback.archive-it.org/16422/*/https://cityofclovis.com/police/general-information/department-policy/,https://cityofclovis.com/wp-content/uploads/2021/02/CPD-Policy-Manual-02172021.pdf,https://cityofclovis.com/police/general-information/department-policy/
SB978-094,Clovis Unified School District Police Department,Clovis,Fresno County,School,https://www.cusd.com/PolicePolicies.aspx,https://wayback.archive-it.org/16422/*/https://www.cusd.com/PolicePolicies.aspx,https://www.cusd.com/Downloads/CUSD%20POLICY%20MANUAL.pdf,https://www.cusd.com/PolicePolicies.aspx
SB978-095,Coalinga Police Department,Coalinga,Fresno County,Police,https://www.coalinga.com/DocumentCenter/,https://wayback.archive-it.org/16422/*/https://www.coalinga.com/DocumentCenter/,https://www.coalinga.com/DocumentCenter/View/89/10-02-2018-Release-Coalinga-Police-Department-Policy-Manual-PDF,https://www.coalinga.com/DocumentCenter/View/365/Use-of-Force-Policy
SB978-096,Coast Community College District Police Department,Costa Mesa,Orange County,College/University,https://www.goldenwestcollege.edu/search/index.html?q=police+manual,https://wayback.archive-it.org/16422/*/https://www.goldenwestcollege.edu/search/index.html?q=police+manual,https://www.goldenwestcollege.edu/Links/pdf/RELEASE_20190924_T141046_Coast_Community_College_Police_Department_Protocol_Manual.pdf,Not Available
SB978-098,Colma Police Department,Colma,San Mateo County,Police,https://www.colma.ca.gov/colma-police-department-policy-manual/,https://wayback.archive-it.org/16422/*/https://www.colma.ca.gov/colma-police-department-policy-manual/,https://www.colma.ca.gov/documents/colma-police-department-policy-manual/,https://www.colma.ca.gov/documents/training-plan-2020
SB978-099,Colton Police Department,Colton,San Bernardino County,Police,https://www.coltonpd.org/DocumentCenter/,https://wayback.archive-it.org/16422/*/https://www.coltonpd.org/DocumentCenter/,https://www.coltonpd.org/DocumentCenter/View/283/Colton-Police-Department-Policy-Manual-PDF,Not Available
SB978-100,Colusa County District Attorney,Colusa,Colusa County,District Attorney,https://www.countyofcolusa.org/DocumentCenter/,,https://www.countyofcolusa.org/DocumentCenter/View/13885/DA-INVESTIGATORS-POLICY-MANUAL-updated-32821,Not Available
SB978-101,Colusa County Sheriff's Department,Colusa,Colusa County,Sheriff,https://countyofcolusa.org/824/Documents,https://wayback.archive-it.org/16422/*/https://countyofcolusa.org/824/Documents,https://countyofcolusa.org/DocumentCenter/View/13410/Colusa-County-Sheriffs-Office-Policy-Manual,Not Available
SB978-102,Colusa Police Department,Colusa,Colusa County,Police,https://www.cityofcolusa.com/home/government/departments/police/,https://wayback.archive-it.org/16422/*/https://www.cityofcolusa.com/home/government/departments/police/,https://5ko.697.myftpupload.com/wp-content/uploads/2020/07/Colusa-Police-Department-Policy-Manual.pdf,Not Available
